Update,Date,Ticker,Likes,Trader,Seguidores,Profile_Url,Recommendation,Title,Content,Sentiment
,2023-09-27 07:36:25,IBOV,3,BolsaeValor,10,/u/BolsaeValor/,Viés de alta,Morning Report 27/09/2023,agenda – – president central roberto campo participa audiência pública comissão finança câmara – – encomenda durávei – – estoqu petróleo – – cambial estrangeiro usdbrl brasil incerteza relacionada fiscal patamar ponto mínima agosto enquanto cotação usdbrl ameaça ganhar $ política comissão assunto econômico senado aprov projeto referent regim especi regularização cambial tributária popularment conhecido repatriação ativo estabelec alíquota imposto devido fixada  imposição  montant devido important ressaltar devido natureza terminativa comissão projeto seguirá câmara deputado apresentado recurso anális plenário tocant reforma tributária andamento senado relat eduardo inform conseguirá apresentar relatório próxima semana justific adiamento alegando questõ pessoai pressão política segundo necessidad acertar detalh câmara deputado modificado retornará votação aprovado senado relação promessa governo econômica president inácio reiter compromisso assegur haverá mudança abrupta economia declaraçõ surgem cético economista membro legislativo responsávei aprovar orçamento orçamento contempla ambiciosa governo reduzir déficit conta pública próximo alcançar objetivo governo reformular modelo pagamento precatório intuito margem fiscal orçamento futuro acordo estimativa alteração poderá liberar $ bilhõ estado unido perspectiva anális técnica observas índice atualment imerso período incerteza aproximandos mínima registrada investidor continuam demonstrar confiança elevação feder reserv embora previsto mantenha patamar elevado período prolongado próxima reunião política monetária marcada novembro cenário futuro índice estado unido observas movimento terçafeira impulso ocorr resposta pronunciamento president câmara republicano mccarthi anunci intenção propor resolução continuidad temporária evitar paralisação governo conhecida shutdown paralelament lídere senado chegaram acordo manter financiamento governo funcionamento evitando interrupção estipulado outubro ressaltar solução temporária depend acordo oposição republicana lidera câmara visando estend financiamento governament meado novembro europa índice europeia apresentam cenário negociaçõ direção medida investidor aguardam divulgação cruciai inflação publicado quinta sextafeira vária naçõ ásiapacífico mercado ásiapacífico fecharam misto madrugada principai índice chines encerraram sessão impulsionado sinalização política monetária continuará apoiar recuperação econômica medida expansionista lucro empresa industriai registraram  representa melhora relação anterior última reunião política monetária revel divergência membro instituição quanto momento adequado iniciar aumento commod contrato futuro petróleo negociado cotado $ $ barril respectivament minério negociado singapura registr  cotado $ tonelada minerado encerram pregõ austrália   respectivament,1.0
Atualizado ,2023-09-27 09:59:24,BTCUSDT,2,Tradeelliott,25,/u/Tradeelliott/,Viés de alta,entrada de contra em curto prazo ,close target reach comment queira entrar vendido coloqu resistência acreditando entrada contra padrão padrão movimento coloqu movimenta,1.0
,2023-09-27 08:50:43,BTCUSDT,1,canalmercadocripto,15,/u/canalmercadocripto/,Viés de alta,Bitcoin: Possíveis regiões de liquidação,bitcoin segur lindament região  anterior recheado possívei orden short momento aguardar sniper,1.0
,2023-09-27 08:53:21,XAUUSD,3,mgptec,47,/u/mgptec/,,Resumo do Mercado 27/09/2023,alcança máxima último derruba índice enquanto mercado avalia possibilidad petróleo recupera expectativa divulgação estoqu petróleo americano índice criptomoeda ensaiam recuperação grand correçõ último índice índice ligeirament positivo grand máxima encontra máxima último eurusd contra suport xauusd suport buscar petróleo petróleo espera estoqu petróleo criptomoeda mercado começa recuperar otimismo atenção gostando conteúdo esqueça clicar foguetelik entend conteúdo agradando conteúdo alcanc especialista michel,
,2023-09-27 08:40:04,BTCUSDT,2,canalmercadocripto,15,/u/canalmercadocripto/,Viés de alta,"Bitcoin, É agora ou nunca!!!",,1.0
Atualizado ,2023-09-28 12:57:00,JPM,4,rafael-fedele,2,/u/rafael-fedele/,Viés de alta,JPM | Data Análise | 11/09/2023 | Nova Analise,activ atualização | statu | 🟢 | operação iniciada entrada | $ | $ inici comment atualização | atualização | realizada adição posição pesada entrada melhorar mercado possibilit adição | região $ | região inici ticket | | 🇺🇸 | operação | ⬆ | compra statu | 🔴 | aguardando comprador detalh | tendência compra engatada retorno proporcion subida regiõ | aguardar aparecimento comprador definir entrada entrada | aguardando comprador $ $ | primeiro  possibilidad visívei ,1.0
Atualizado ,2023-09-27 14:39:47,EWZ,3,G_Rangel,142,/u/G_Rangel/,Viés de alta,10 motivos pra você comprar Brasil nessa última pernada de baixa,activ chegamo comprando partir fazendo itub4apesar banco última pernada estudando gráfico cheguei conclusão acertar time direção frent sempr deixar delimitado comprado maneira distribuída aconselho dividir motivo convencem comprar $ $ ocorra pernada retorno alargamento padrão favorito medial simétrico pullback suport momento anterior viraram suport volum profil ness $ plotei poluir ancorada fundo suport região fechamento provável episódio capitulação fenômeno necessário marcar matriz action bearish espaço queda indicando mercado soment marcar,1.0
,2023-09-27 10:38:27,BRFS3,2,RicardoTominaga,324,/u/RicardoTominaga/,Viés de alta,Potencial upside em BRFS3,inici tendência impulso partir rompimento end diagon região suport interpretação impulso estend buscar próxima regiõ resistência,1.0
,2023-09-27 09:59:23,ATMP3,2,joeyrfs,0,/u/joeyrfs/,,PADRÃO: MARTELO,padrão martelo padrão martelo encontrado entrada parcial,
Atualizado ,2023-09-26 17:09:07,WIN1!,18,JuniorNascimento,104,/u/JuniorNascimento/,Viés de alta,Win ( mini índice ),activ comment possível correção possibilidad estend + activ correção região atingida inicio tendência iniciai possibilidad estend índice inici movimento super região continuidad movimento podendo estend movimento cenário super região poderá retornar podendo continuidad movimento podendo estend,1.0
,2023-09-26 21:04:10,EURUSD,3,JianScharnetzki,163,/u/JianScharnetzki/,Viés de alta,Preço próximo a zona de suporte.,registr relação estado unido pressão decorrent postura restritiva feder reserv relação control inflação estado unido apesar compromisso declarado central europeu adotar medida necessária alcançar inflação implementação prevista acordo política econômica europeia estado unido desafio ameaça paralisação parcial funcionamento governo feder conhecida shutdown embora esperado possível shutdown impacto negativo impacto previsto duração transitório acordo anális índice americano poderá apresentar estimada   semana subsequent início shutdown técnico observas tendência dentro descendent indicado encontra próximo suport significativo condição técnica potencialment moeda eurusd combinandos retração fibonacci ,1.0
,2023-09-26 21:16:00,POMO4,1,Giolima,26,/u/Giolima/,Viés de baixa,POMO4 - VENDIDO!,atenção operação vendida precisamo capit parec alavancagem certeza gestão controlada  capit chanc capit desaparec seguida,-1.0
Atualizado ,2023-09-26 17:33:51,KEPL3,10,G_Rangel,142,/u/G_Rangel/,Viés de alta,KEPL3 DIÁRIO | MUITOS SINAIS DE MOMENTUM COMPRADOR,activ primeiro atingido parcial pretendo carregar pernada dobrar activ segundo atingido parciai grand mantenho posição activ parciai feita procuro maneira comprar ativo aproveitando $ muito papéi reagindo positivament possível amanhã parec praticament mercado precificando mínimo 050bp excelent escolha explicar gráfico existem motivo deixam positivo comportamento próximo 050bp fechamento bastant momentum comprador mantendos estrutura fundo ascendent fechando histórico passou região momentum comprador vencendo seman havendo aumento volum rompimento plotei fechando momentum comprador $ plotei market profil atend critério estabelecido campeão trade minervini gráfico existem outro motivo sentir confortável escolha maneira agronegócio depend cotação principalment trigono falando gostam acreditam busin convenceram gestor mercado especialista principalment gráfico autorizando entrada coment gringo pedindo kepler 050bp bastant kepler estourar soment mantimento cenário,1.0
Atualizado ,2023-09-26 17:14:26,VAMO3,11,JuniorNascimento,104,/u/JuniorNascimento/,Viés de alta,VAMO3,activ oscilando dentro precisando romper continuidad movimento região rompida poderá continuidad movimento próximo,1.0
Atualizado ,2023-09-26 16:12:51,ESZ2023,4,rgribeiro2009839,0,/u/rgribeiro2009839/,,100% da onda A para onda C,activ momento diário atingiu  projeção ancorada ponto região suport important chegou metad caminho target momento parcial & activ profit ponto momento activ profit ponto momento activ profit ponto momento close target reach & gráfico diário impulsiva corretiva ultima corretiva  podendo ,
Atualizado ,2023-09-28 18:26:05,XAUUSD,3,DanSemStop,102,/u/DanSemStop/,Viés de baixa,XAUUSD apontando para liquidez abaixo de 1884,comment abaixo apertem cinto subindo divergent devido algun acontecimento fundamentai contudo corrigir brutal profit,-1.0
,2023-09-28 17:36:04,BTCUSD,1,EvaldoInvest,16,/u/EvaldoInvest/,,"""BITCOIN #BTCUSD DÁ SINAIS DE CAPITALIZAÇÃO""",bitcoin btcusd mostrado adaptado momento americano rendimento título máxima incerteza relação inflação observando momento gráfico destaco próxima abertura cripto permanec $ buscar $ $ movimento $,
,2023-09-28 15:01:42,RPMG3,1,EvaldoInvest,16,/u/EvaldoInvest/,,"""PET MANGUINHOS-#RPMG3-TENTA SAIR DA CONSOLIDAÇÃO""",manguinhosrpmg3tenta consolidação momento consolidação tentar resistência precisa começar trabalhar mediana perfurar consistência perder região desfaz movimento iniciado,
,2023-09-28 14:31:26,ASAI3,1,EvaldoInvest,16,/u/EvaldoInvest/,Viés de alta,"""ASSAI-#ASAI3 JÁ OLHA PARA 12,85""",assaiasai3 recuperando recent queda pregõ venceu resistência procur segunda perfurar região consistência atacadista empresa brasileira atacado autosserviço & criada cidad paulosp tratas empresa segmento listada valor ticker negociada variedad qualidad atend pequeno médio comerciant client comercializado alimento bebida higien pessoal limpeza automotiva eletroportátei embalagen descartávei client compra pagando atacado adquirir volum maior confer desconto compra varejo compra pequena quantidad atend client finai variedad varejista alimento restaurant pizzaria lanchonet usuário finai escola instituiçõ religiosa hospitai hotéi varejista convencionai mercearia supermercado locai companhia comercializa produto física televenda retirada aplicativo parceiro entrega cornershop,1.0
,2023-09-28 13:46:47,TOMOUSDT.P,1,Castrypto,0,/u/Castrypto/,Viés de baixa,Análise Técnica da TOMO possível short,podemo rejeição imbal criando gráfico diario,-1.0
,2023-09-28 12:54:26,SBSP3,0,joeyrfs,0,/u/joeyrfs/,,PADRÃO: TOPO E FUNDOS ASCENDENTES,padrão fundo ascendent entrada parcial,
,2023-09-28 12:46:47,SQIA3,0,joeyrfs,0,/u/joeyrfs/,,PADRÃO: CONSOLIDAÇÃO TOPO,padrão consolidação volum período consolidação entrada parcial,
,2023-09-28 08:19:18,XAUUSD,0,island_trade,18,/u/island_trade/,Viés de baixa,"Preço do ouro luta perto do mínimo de vários meses,",consolidação mínimo vário atingido quartafeira ambient predominant parec emprestar seguro xauusd elevado rendimento título tesouro limitam tentativa movimento recuperação intradiária xauusd ganhar qualquer tração significativa quintafeira oscila comerci estreita durant primeira metad sessão europeia sequência anterior – marcando – categorizada consolidação ambient prevalecent – representado geralment mercado accionista – factorchav favorável precioso seguro factor medida compensado aposta crescent aperto política reserva feder continua apoiar elevado rendimento obrigaçõ tesouro limita rendimento central alert semana passada inflação elevada provavelment atrairia aumento resiliência económica deverá permitir manter posição agressiva juntament sentimento subjacent americano mantém control xauusd comerciant preferir esperar margem sextafeira fornecerá trajetória futura aumento ajudará determinar trajetória entretanto quintafeira – segundo trimestr pedido iniciai semanai subsídio desemprego – poderão influenciar sentimento contribuir produção oportunidad comerciai digest market mover definha mínima vário nervosismo aumento investidor continuam preocupado sector imobiliário vento contrário decorrent rápido aumento custo empréstimo president republicano câmara mccarthi rejeit quartafeira projeto provisório financiamento avançava senado aproxima governo quarto encerramento década prejudica sentimento comentário agressivo influent decisor político reafirmam aposta subida melhor esperado encomenda duradouro garantem manterá elevada durant americano consolida ganho recent máximo rendimento tesouro flertam máximo relatório económico quintafeira apresenta divulgação segundo trimestr habituai pedido semanai iniciai subsídio desemprego índice preço vencimento sextafeira permanec pista trajetória futura aumento anális técnica permanec vulnerável extensão trajetória descendent perspectiva técnica índice relativa gráfico diário começar oscilar sobrevenda imped trader fazerem aposta pessimista prudent esperar alguma consolidação recuperação modesta posicionar movimento depreciação qualquer interess compra entanto suger caminho resistência descendent portanto subsequent testar próximo suport relevant região $ caminho $ parec possibilidad distinta americano semana tabela abaixo mostra variação percentu americano relação principai moeda listada semana americano relação canadens,-1.0
,2023-09-27 23:09:06,VALE3,0,EvandroHenrique94,8,/u/EvandroHenrique94/,Viés de baixa,Vale da morte!,chinesa evergrand primeira dominó prédio implodido,-1.0
Atualizado ,2023-09-27 20:36:38,LCID,0,pegaessetrade,200,/u/pegaessetrade/,Viés de alta,LCID Testando região de demanda e dando sinal de entrada,comment entrada antecipada deixou + harami possível compra rompimento máxima divergência seman diário chang charact testando segurando região demanda recus rompimento deixou algun spin aguardando sinai indiquem reversão tendência candl comprador volum apontar engolfo,1.0
,2023-09-27 18:29:28,PETR4,0,brathiago,5,/u/brathiago/,,Petro esticada no mensal,tendência esticada mensal,
Atualizado ,2023-09-27 16:11:31,SIMH3,1,G_Rangel,142,/u/G_Rangel/,Viés de alta,SIMH3 SEMANAL | UM DOS MEUS GRÁFICOS FAVORITOS!,activ comprando queridinha analista fundamentalista beneficiar cort recentement entreg resultado incrívei enxurrada influenc comprar corrigiu chegando bacana começo gostar gráfico existem motivo técnico querer comprar região quadrado marcado preocupado direção time pullback região important linha suport diário seman pullback relevant rompida simetria possível ativação liquidez compra suport volum ancorada market profil suficient comprar pouco acredito futuro brasil possui fundamento excelent convenc especialista fundamento passando momento macroeconômico exist trigger negócio estarei pagando descontado gráfico tendência suport suficient convicto considerando retorno recomendação compra,1.0
,2023-09-27 15:16:28,6L1!,1,EvaldoInvest,16,/u/EvaldoInvest/,,"""REAL-#6L1!- DÓLAR AVASSALADOR""",real6l1 avassalador espremendo empurrando suport diant mostra alimentado título americano pagando momento rendimento,
,2023-09-27 15:00:55,BCB/13522,1,pedrorbastos27,0,/u/pedrorbastos27/,,Gráfico CDI x IPCA,comparei vermo perform,
,2023-09-27 14:42:23,PDTC3,0,EvaldoInvest,16,/u/EvaldoInvest/,,"""PADTEC-#PDTC3-ABERTURA ACIMA DE 2,52 PODE BUSCAR 2,72""",padtecpdtc3abertura buscar abrindo amanhã poderá buscar nívei desfaz movimento abaixo começar início padtec hold antiga ideiasnet inici operaçõ empresa investimento projeto internet concentrava empresa tecnologia rápido crescimento diversa atuação softwar servic indústria segurança construção tecnologia financeiro pagamento digit commerc digit mobilidad óptica durant companhia posicion ventur capit tecnologia brasil participando ativament estágio desenvolvimento investida tornous referência sinônimo empreendedorismo governança corporativa companhia inici processo simplificação estrutura societária segundo trimestr realiz incorporação emissão padtec consequent conversão padtec subsidiária integr padtec hold acionista padtec fornecedora global soluçõ última geração transmissão óptica flexívei capacidad baseada tecnologia referência sistema transport óptico padtec oferec extenso portfólio produto acesso corporativo metropolitana multiterabyt distância atend demanda – transmissão amplificação óptica proteção – grand operadora integrador carrier carrier util provedor serviço unidad serviço padtec ponto presença américa latina atuando implantação operação manutenção sistema gerenciamento óptica resultado vocação pesquisa desenvolvimento tecnologia pioneira padtec percorr grand distância desafia limit conectar inteligent,
,2023-09-27 14:28:39,STMXUSDT.P,0,R3n4n3X,0,/u/R3n4n3X/,,teste,indicador analisando estudo,
,2023-09-27 14:02:18,WEST3,0,EvaldoInvest,16,/u/EvaldoInvest/,Viés de alta,"""WESTWING-#WEST3- SE 1,36 VIRAR SUPORTE PODE SUBIR 8%""",westwingwest3 suport   instant partiu suport relevant perder pregão amanhã mostrar mercado objetivo + perder buscar desfaz reação companhia inici atividad brasil dezembro alemão westw focada produto decoração companhia plataforma compra produto decoração lifestyl produto selecionado grand marca modelo negócio curadoria grand diferenci sortimento oferecido plataforma companhia amplament revisado selecionado diferenciando demai plataforma ecommerc varejo brasil início operaçõ companhia dedicava apena varejo onlin atravé westwingclub novembro companhia primeira física cidad passando varejo físico outubro totalidad quota detida quotista companhia adquirida veículo privat equiti tornando companhia independent demai operaçõ westw diverso país companhia começ ampliar escopo atuação saindo apena decoração ingressando lifestyl categoria cosmético higien pessoal artigo vestuário acessório eletrodoméstico eletroeletrônico outro setembro companhia tornou sociedad novembro assembleia companhia autoriz pedido registro oferta pública inici companhia “” fevereiro companhia realiz levantando $ milhõ oferta primaria atualment ordinária emissão companhia listada mercado – brasil balcão “”,1.0
,2023-09-27 13:43:05,USDBRL,1,Piresnacci,7,/u/Piresnacci/,Viés de alta,Dolyyinho  tá bullish,rompimento descendent trabalh lateralização aciona $ important trabalhando confirmar tendência altista espero alinhamento média cruzamento menor maior important continuar rompimento acarretará movimento complexo direção princípio gráfico **ponto prestar atenção** postei anális perfil futuro subindo yield subindo petróleo expectativa anális perfil imprescindível anális intermercado,1.0
,2023-09-27 11:20:45,GBPUSD,1,herik1996,7,/u/herik1996/,Viés de baixa,Mais uma análise correta,conform anális anterior mercado acordo estudo 🙌🏻🙌🏻,-1.0
,2023-09-27 10:14:49,BBSE3,0,joeyrfs,0,/u/joeyrfs/,Viés de alta,PADRÃO: CONSOLIDAÇÃO TOPO,padrão consolidação volum entrada parcial,1.0
,2023-09-27 10:07:13,AURE3,0,joeyrfs,0,/u/joeyrfs/,,PADRÃO: TOPO E FUNDOS ASCENDENTES,padrão fundo ascendent volum entrada parcial,
,2023-09-27 07:30:13,INJUSDT.P,0,Braga2904,0,/u/Braga2904/,Viés de alta,InjUsdt - Ocoi no tempo gráfico de 4 horas,injusdt gráfico confluência possivel continuação tempo maior informado gráfico,1.0
,2023-09-27 07:12:48,ANTUSDT.P,0,Braga2904,0,/u/Braga2904/,Viés de alta,AntUsdt - Rompimento de consolidação,antusdt rompendo acumulação informado gráfico *anotação pessoal recomendação,1.0
,2023-09-26 21:11:19,SEER3,1,Giolima,26,/u/Giolima/,Viés de baixa,SEER3 - Vendido pela primeira vez!,primeira esquec primeira operação vendida reverteu tendência $ acionado cancelado pregão automaticament consigo montar operação colocar vivendo aprendendo entrei situação lembrando sempr  patrimônio,-1.0
Atualizado ,2023-09-26 17:35:00,FR40,2,G_Rangel,142,/u/G_Rangel/,Viés de baixa,VIÉS DE CORREÇÃO GLOBAL NO CURTO PRAZO? ESCOLHA VENDER FRANÇA.,activ time operação curtinho vender enquanto subindo continuar venda + activ chegando close manual encerrando primeiro relação retorno probabilidad acerto permitem índice frança basicament achando índice globai esticado & nasdaq concepção correção acredito melhor candidato venda contexto rápido &,-1.0
Atualizado ,2023-09-26 17:18:01,HCTR11,9,JuniorNascimento,104,/u/JuniorNascimento/,Viés de baixa,HCTR11,activ possibilidad formar perder região iniciai consiga rompimento poderá continuidad movimento iniciai,-1.0
Atualizado ,2023-09-26 17:16:13,WTIUSD,4,JuniorNascimento,104,/u/JuniorNascimento/,Viés de baixa,WTIUSD,activ wtiusd ́ americano ́ dentro ̂ mantenha abaixo ́ continuidad movimento podendo buscar ́ podendo estend ́ ̃ poderá buscar correç̃ ́ wtiusd ́ ̂ romper ̃ aconteç poderá buscar podendo estend ́,-1.0
Atualizado ,2023-09-26 17:13:28,USDJPY,19,JuniorNascimento,104,/u/JuniorNascimento/,Viés de alta,USDJPY,close target reach activ usdjpi buscando correção região poderá iniciar movimento cenário usdjpi movimento superar próximo podendo estend cenário usdjpi pendendo região romper região poderá continuidad movimento podendo estend,1.0
Atualizado ,2023-09-26 17:12:41,SPX,13,JuniorNascimento,104,/u/JuniorNascimento/,Viés de alta,SP500,close target reach activ poderá iniciar movimento superar região podendo buscar região poderemo tentativa mercado aconteça poderemo trabalhar primário região movimento continuidad podendo estend movimento cenário região superada poderemo continuidad movimento podendo estend,1.0
,2023-09-26 16:54:12,TPIS3,1,EvaldoInvest,16,/u/EvaldoInvest/,Viés de alta,"""TRIUNFO-#TPIS3-PODE BUSCAR UPSIDE DE 5% E 9%""",triunfotpis3pod buscar upsid   sequencia sólido movimento vencendo superandoo suport impulso   limit saudável correção limit triunfo fundada cidad principai empresa brasileira infraestrutura considerada pioneira atuação segmento concessão rodoviária administração aeroporto termin portuário energia negócio fundamentai sustentar crescimento econômico nacion auxiliando suprimento demanda logística energética brasileira companhia possui profissionai direto atuai empresa localizada unidad federativa regiõ sudest janeiro gerai centrooest brasília – distrito feder companhia cidad capit aberto triunfo listada mercado governança corporativa brasil balcão possui participação integr relevant negócio conform ilustrado seguir triunfo estratégia negócio gerado avanço aprimoramento infraestrutura nacion procurando sempr diversificar portfólio projeto estruturado resultem geração acionista,1.0
,2023-09-26 16:24:57,LOGN3,0,EvaldoInvest,16,/u/EvaldoInvest/,,"""LOG-IN #LOGN3 ESTÁ EM REGIÃO BIPOLAR""",região bipolar resistência ultrapassada chanc buscar perder atirado suport perdido perda  surgiu experiência planejar gerenciar operar melhor soluçõ movimentação carga companhia possui integrada facilita movimentação portuária transport portaaporta graça extensa intermod permit abrangência geográfica brasil mercosul soluçõ customizada equip altament qualificada reduzir custo logístico client atuação planejamento logístico efetiva entrega produto oferec seguint vantagen client redução custo logístico visibilidad informação integridad confiabilidad flexibilidad redução emissão atmosfera serviço intermodai companhia compreendem atividad navegação costeira transport marítimo compreendendo porto localizado brasileira mercosul integrado serviço contratado transport rodoviário distância termin portuário administração operação termin portuário contêiner termin estado espírito terminai intermodai operaçõ terminai terrestr intermodai integrado serviço navegação costeira utiliza extensa integrada transport permit atend principai regiõ brasil representam conjunto  brasileiro comércio regiõ oferec soluçõ inovadora eficient transport produto client incluem principai empresa brasileira multinacionai operaçõ brasil mercosul brasil excluindo desmatamento floresta transport princip emissor atmosfera rodoviário responsável emissõ dimensõ continentai brasil possível reduzir consideravelment transport nívei emissão poluent racion intermod utilizando transport marítimo indicado grand distância contribui consequentement cultura eficiência ambient,
,2023-09-26 15:14:20,UNRATE,1,CastroviejoElegante,48,/u/CastroviejoElegante/,Viés de alta,Macro - Desemprego x PMI,desemprego característico início começa trabalho apertado tendendo contração < mínimo primeiro destrói constrói fator externo montadora margen apertada earn vieram quanto esperavam pergunta important corewav,1.0
,2023-09-26 14:59:14,SPX,0,Piresnacci,7,/u/Piresnacci/,Viés de baixa,SP500 - Acionou pivô de baixa,decisão acion exist formando próximo dúvida respeitar iniciar movimento aguardemo próximo episódio enquanto projeto apena,-1.0
,2023-09-26 14:45:46,BBAS3,0,Piresnacci,7,/u/Piresnacci/,Viés de baixa,BBSA3 - Atenção para acionamento do pivô,trabalh último later afastamento média menor travam continuar alerta justament lateralizado aguardando encontro cenário possível região apontada gráfico gráfico aconteça renovando desconsidero anális,-1.0
,2023-09-26 13:32:15,SPX,0,herik1996,7,/u/herik1996/,Viés de baixa,Paciência é tudo,conform anális alguma semana mercado acordo estudo possível correção 🙌🏻,-1.0
